INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('IZHK5F', 17, 'give', 'Season drop appear lose system finish.', 1679.0);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('C0NDGP', 66, 'need', 'While left child in full investment base camera.', 1396.8);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('XF933W', 78, 'either', 'Card drug these yes town eight woman.', 1632.06);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('QJ5QGU', 27, 'response', 'Single country market place find.', 238.78);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('95908Y', 71, 'miss', 'Interest thank successful capital least floor including.', 1711.99);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('BM6OH5', 82, 'environment', 'Join somebody whatever.', 1829.29);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('CRK51Q', 17, 'suffer', 'Ok sound bit his.', 1934.01);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('4O7TNE', 28, 'president', 'Onto discuss picture tend letter try.', 669.29);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('CM8U1Z', 90, 'ok', 'Might Congress air certain.', 606.24);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('9RB5PF', 57, 'now', 'Little almost brother approach.', 431.71);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('VMKU47', 32, 'risk', 'Yard ten through energy floor walk.', 1829.13);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('EDTOSF', 62, 'land', 'And home generation.', 1832.38);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('13IY1E', 95, 'cup', 'Break design phone agency from professional.', 129.47);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('6UIEBK', 59, 'the', 'Next hand look economic environmental campaign budget several.', 1635.96);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('TM9L90', 41, 'traditional', 'State deep poor court.', 1417.39);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('JU11YC', 27, 'country', 'Someone clear development civil former husband learn.', 1101.77);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('FANH22', 37, 'research', 'Magazine future degree information.', 421.68);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('5W6TU2', 85, 'house', 'Whatever I evening near cultural.', 1496.94);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('84CXBJ', 45, 'sit', 'Learn mind they ability focus movie.', 1278.74);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('10SZFA', 78, 'purpose', 'Father commercial contain small real write.', 780.33);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('LPX21Q', 86, 'agent', 'A thank action.', 619.73);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('UDP5J0', 65, 'between', 'Special to beyond compare later green.', 1289.27);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('UK3MG2', 69, 'music', 'Rich sea control computer down.', 244.27);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('DM0826', 83, 'deep', 'Girl be sign street listen information.', 1640.88);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('E9PT9T', 26, 'important', 'Site music board none room safe when.', 682.45);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('K0CVXG', 12, 'after', 'Mr to with could area.', 867.05);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('5CC4LA', 62, 'change', 'Old heavy glass surface trade rule usually wait.', 687.11);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('3SJITG', 44, 'lawyer', 'Water business carry one fill growth report.', 1552.6);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('REIU9Q', 46, 'American', 'Lead traditional data hard star style popular.', 819.11);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('D5OZA2', 55, 'join', 'Measure light gun health.', 939.6);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('RMNOR0', 29, 'against', 'Charge whether everyone question agent.', 1200.61);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('TGKY3D', 4, 'road', 'Piece impact show build Democrat.', 853.55);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('TS5ACF', 5, 'none', 'Often bad seven realize world environment sign.', 315.12);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('CSFDZ5', 12, 'first', 'Floor others example maybe call.', 731.11);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('QVOWIM', 52, 'information', 'Move medical chair state.', 858.2);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('OAUR15', 59, 'shoulder', 'Deal area throw summer her example these us.', 1453.82);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('L2M7DN', 39, 'over', 'Enjoy yes good high you.', 979.3);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('DUHYIP', 67, 'special', 'Scientist after mouth still.', 1284.74);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('OKXD28', 83, 'suggest', 'Effort environment world risk girl fire.', 1977.27);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('4R10Q5', 7, 'drop', 'Top party world the financial writer message them.', 1755.79);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('UXPD11', 68, 'some', 'Drug economy too care performance.', 518.39);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('OSNIN4', 33, 'institution', 'Three more bed measure.', 330.06);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('4GZUE1', 4, 'huge', 'Hard phone term skill race American.', 1172.62);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('P3AWIW', 79, 'community', 'Believe will difference style alone.', 1765.11);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('VHB76B', 61, 'practice', 'Interest just level allow six contain fall sound.', 1313.96);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('P9IXI4', 70, 'respond', 'Increase tax paper memory little physical themselves change.', 1389.63);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('DQ72PW', 28, 'a', 'Indeed total above.', 1930.76);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('I50TCB', 59, 'memory', 'Contain nation stay project religious general message.', 1536.86);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('CIUBSS', 39, 'trip', 'Control term myself situation performance.', 239.93);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('LWOT7D', 71, 'remain', 'Good according voice ahead third inside.', 1569.07);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('9U7F5X', 60, 'behavior', 'Age friend general off.', 1931.84);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('M4Z4I4', 5, 'free', 'Good television unit security well whether nothing son.', 110.59);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('9Y8VL4', 49, 'safe', 'Stuff customer ground notice alone life general.', 721.24);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('XH3SUZ', 84, 'exist', 'Democratic second above nice role area building.', 1229.99);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('922OK7', 49, 'house', 'Trade that paper score sign writer.', 1340.51);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('4WFTLW', 52, 'successful', 'Head cut card bad.', 1587.25);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('MYOCOJ', 2, 'middle', 'Threat back enjoy again care together.', 665.7);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('J1NEVA', 3, 'interview', 'Fast fact stock officer girl always act eat.', 1156.75);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('G5ANO7', 59, 'wind', 'Around civil class address be.', 1242.38);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('HIW621', 17, 'author', 'Himself religious stay simple there join.', 523.66);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('EQLAZB', 85, 'kitchen', 'Always structure fact seven.', 1808.79);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('8R3CZF', 10, 'tend', 'Paper listen threat one also.', 1688.72);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('XXJK38', 15, 'kind', 'Tax least ball appear person own.', 270.15);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('ZFCID0', 4, 'adult', 'Still over trip physical.', 511.85);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('XQDIZY', 61, 'day', 'Evening deep foot will.', 1399.9);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('BYYDNV', 20, 'town', 'Role same federal member teacher special.', 641.86);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('LKAFH8', 55, 'tax', 'Middle prevent ball time example system eat evening.', 343.04);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('6GXJSR', 64, 'no', 'Save service church light pressure want yes.', 382.09);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('DINKBB', 93, 'owner', 'Role another reach manage.', 334.25);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('N5JT7F', 22, 'pick', 'Majority anything man unit bit together about.', 1498.2);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('NP5R3Q', 53, 'father', 'Ground well measure.', 1918.38);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('5DQGN6', 36, 'industry', 'Discover instead several child include card heavy end.', 826.26);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('GGQZM8', 49, 'eight', 'Open what out significant because beat.', 749.36);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('1TGQR1', 42, 'important', 'Relationship go history husband other speech.', 706.3);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('77PAL4', 57, 'coach', 'South quality building.', 1513.63);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('KV2RI2', 51, 'concern', 'Tend parent land relate.', 612.96);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('YIH45E', 90, 'over', 'Sure risk raise camera east guy.', 972.72);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('7CJPSN', 48, 'put', 'Respond take theory care capital build them.', 1471.34);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('VJMP3Y', 95, 'smile', 'Gun hour able.', 1035.92);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('4BS1R8', 35, 'add', 'Other turn goal and source might time.', 683.75);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('LCUG6D', 51, 'human', 'Many sound assume heart should trouble.', 1025.28);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('WCGYJJ', 26, 'big', 'Team month what measure.', 1341.17);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('Y8UZZ7', 58, 'president', 'Throughout ago right author human make skin network.', 1486.63);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('OIJ9LB', 26, 'yeah', 'Sort along toward fill.', 581.34);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('EZ0JKR', 15, 'sign', 'Movement blood yard above quickly probably almost.', 226.7);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('MI6F8H', 44, 'during', 'Among important approach so thank teach decision order.', 1993.74);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('1YZ2MQ', 53, 'today', 'Professor what look college step eight politics.', 89.08);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('KT5HUW', 4, 'develop', 'Eye image heavy second.', 1013.98);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('F6A2VF', 40, 'mouth', 'Cultural section often tax understand else local.', 1695.64);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('870TJ9', 89, 'the', 'At Mr anyone.', 818.1);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('G8TBND', 60, 'clearly', 'Guess stock nature think somebody.', 345.24);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('N4IH45', 11, 'receive', 'Second third visit trade expert suddenly happy.', 511.12);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('8XCUBF', 77, 'how', 'Project concern physical present wish debate require.', 1080.21);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('6SXASE', 74, 'yourself', 'Threat contain seven.', 1059.21);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('ARZ4QY', 66, 'hundred', 'Summer then project need national live.', 1904.78);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('ASGFKY', 86, 'land', 'Into meet stage control however at itself red.', 561.97);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('NWZ8KF', 39, 'perform', 'Fill window student dog may world.', 64.41);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('OCI0TJ', 90, 'total', 'Will explain quite hear industry military million surface.', 176.7);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('W6EWNC', 75, 'onto', 'Land fine mean consumer.', 1607.89);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('Z0SYJP', 90, 'speech', 'Science who million.', 1798.15);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('EB6P6B', 32, 'note', 'Institution discuss stand agency or.', 921.48);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('NWM8R4', 7, 'of', 'Family system stage.', 899.43);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('MJRH23', 22, 'skin', 'Writer second condition own.', 409.16);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('MKK7QI', 26, 'part', 'Reach magazine need ever task measure.', 755.56);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('8VRWUA', 78, 'key', 'Professional consider market full.', 130.37);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('M7MNUX', 25, 'little', 'Receive candidate case beyond.', 1643.2);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('BU8453', 95, 'support', 'Force perhaps important sort.', 427.85);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('CV2GSY', 28, 'drug', 'Apply above both couple cold network happy help.', 343.53);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('HHH9OE', 59, 'far', 'Food only lay set lead spend eight expert.', 726.25);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('8JJVCP', 79, 'baby', 'Myself short see card I rate.', 1132.88);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('UUVTQE', 70, 'add', 'Issue serious forward budget yes the cover.', 972.78);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('S3FA8U', 69, 'business', 'Food news vote television party.', 1261.4);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('158IQZ', 49, 'lead', 'Best maintain effect despite hand allow else name.', 380.61);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('VYGYWI', 53, 'us', 'Daughter art particular season black wind.', 689.16);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('UJNR7A', 79, 'try', 'Probably along road speak.', 1851.54);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('NW6KIY', 17, 'anything', 'Power under yourself fast compare window adult but.', 248.74);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('FCDNCY', 4, 'sea', 'Class ready really else successful skill already.', 1804.59);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('ABALL2', 85, 'light', 'Police outside area there.', 52.5);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('R4BVZV', 12, 'station', 'Finally will agency skin save increase employee.', 1001.21);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('2SFA48', 69, 'gas', 'Choose kind billion budget say control stay.', 942.59);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('45QLOP', 92, 'senior', 'Lay owner real to assume.', 415.96);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('KH9E6E', 72, 'catch', 'Letter media thank history member play anyone.', 1665.64);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('RQOHCB', 54, 'through', 'Security serve choice watch.', 1673.77);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('3ZZSXJ', 23, 'find', 'North member less.', 1100.29);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('GP0FMI', 24, 'act', 'But serve analysis get rest north police.', 223.04);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('ODDQ0I', 17, 'explain', 'Care six buy cover speech position.', 1548.92);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('QLODFU', 29, 'camera', 'Seven statement institution.', 521.35);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('MD42C9', 60, 'then', 'Series wait law follow.', 1591.01);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('7JZ6UW', 47, 'tend', 'Too along front government.', 114.31);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('C7B3T0', 64, 'trip', 'Other hit item hour law price right.', 1285.09);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('0QK3QB', 8, 'property', 'Per start figure those next.', 1276.88);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('S6TLQ4', 50, 'structure', 'Painting establish off respond financial become.', 1484.82);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('PVMP8D', 53, 'summer', 'American possible foot material car improve miss.', 1591.1);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('N2RC5M', 24, 'memory', 'Church simply health that mean whole.', 452.76);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('ZVH86P', 62, 'fall', 'Thought hour throw wonder open.', 1224.24);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('AGDTXL', 53, 'majority', 'Cut suggest boy many.', 1623.25);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('JU3W93', 6, 'three', 'Keep politics spring within leader might better skill.', 1419.18);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('XIADPY', 80, 'brother', 'Firm go daughter trade again foreign everybody mother.', 1436.86);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('IJYKW7', 95, 'include', 'Build plant even human decide understand.', 353.35);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('ZIY8AL', 63, 'goal', 'Admit appear because practice brother you.', 106.0);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('61ZP6E', 79, 'fish', 'Strong against lot onto two concern.', 876.01);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('SC200S', 93, 'must', 'Say everybody Mrs sometimes none.', 343.45);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('ZAHTRZ', 67, 'thus', 'Place rate should well.', 1693.96);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('62WVD6', 24, 'physical', 'Month bit pull then.', 625.85);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('DB0WZ6', 77, 'down', 'Amount which bit everybody low change blue.', 1766.44);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('OSP83F', 35, 'hear', 'Drug soon since go.', 630.79);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('PQFL49', 34, 'amount', 'Tv either vote place.', 1649.23);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('ZDL6XX', 22, 'beat', 'Drug along financial series meet general individual.', 164.38);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('49Z6SE', 58, 'memory', 'Book both financial.', 835.72);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('8LQ7N4', 86, 'seek', 'Member speech suddenly result of how.', 1952.75);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('XABS05', 71, 'prepare', 'Find source suddenly certain statement so agency.', 1079.62);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('4U5MTJ', 73, 'offer', 'Go art instead policy.', 1481.24);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('DP19AL', 9, 'commercial', 'Simply speech then until threat.', 869.36);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('YAUZ23', 67, 'audience', 'According message debate raise effect black.', 372.22);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('5A0J09', 65, 'detail', 'Candidate that section should billion choose.', 1401.99);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('EFJ2U1', 39, 'light', 'Garden piece together behind professor star exist.', 1684.75);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('ZXBMPN', 23, 'school', 'Act child price catch scene.', 454.71);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('KYCJI9', 75, 'receive', 'Coach before arrive police want difference.', 927.02);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('EWG767', 21, 'beautiful', 'Soldier able girl.', 1659.77);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('O63ZY5', 84, 'million', 'Far director significant education.', 62.33);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('BK98B0', 25, 'green', 'Fast until little family sister finish.', 1539.25);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('0XOYWV', 67, 'especially', 'Skill off democratic candidate probably suggest money.', 996.13);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('FII8G5', 22, 'continue', 'Scientist position plant science economic clear nice.', 465.22);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('INRPG2', 60, 'help', 'System blood employee provide.', 1422.2);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('PPE2OA', 20, 'always', 'Beyond card know treat hit someone health month.', 1113.12);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('21AU23', 41, 'interest', 'Which black computer medical responsibility admit guess.', 1321.0);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('2LBVHS', 66, 'will', 'Media three heavy network first six federal cup.', 883.5);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('4CVW9K', 64, 'avoid', 'A both suddenly.', 486.58);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('0BMK14', 34, 'his', 'Top public serious offer TV manager.', 1733.86);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('AMSL7S', 14, 'court', 'Culture look crime public drop change.', 1519.96);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('ZV5X78', 15, 'person', 'Discuss whole memory difference information individual.', 1181.04);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('3GUD6X', 19, 'occur', 'Strong heavy before feel century perform.', 131.05);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('J1LLPX', 70, 'or', 'Bad far hair each friend site.', 468.74);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('C53KAI', 37, 'seek', 'Story challenge bit.', 1836.35);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('22YH14', 50, 'require', 'Fine evidence minute safe poor.', 1437.16);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('BIUIPR', 5, 'capital', 'Success apply table onto author.', 1094.6);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('V81I1E', 51, 'determine', 'Way quite since raise movie certain.', 1528.11);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('2BI911', 18, 'difference', 'Room smile official write network buy human.', 439.13);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('D418WK', 17, 'deep', 'Store new rather simply almost.', 1954.33);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('6VLA1Z', 24, 'after', 'Rule health decision high recently local offer.', 1919.53);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('UJQDH1', 80, 'east', 'Everybody quickly affect develop production easy.', 1496.08);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('V97ZNK', 46, 'man', 'Hotel daughter information yet high land TV.', 1045.29);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('E7HLSZ', 70, 'situation', 'Interest expect natural cause.', 1331.47);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('XNDI8I', 14, 'fish', 'Prove talk would each prepare result process.', 424.67);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('885DVK', 22, 'every', 'Interview be yeah own.', 1596.07);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('LYAHTQ', 53, 'cultural', 'Candidate style value ability tough official.', 1027.16);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('WIYGYH', 4, 'word', 'Ground recently growth near other avoid apply.', 1093.27);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('7RF09W', 4, 'cover', 'Sea small born kid bill around executive way.', 182.79);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('ZFPP96', 81, 'relate', 'Book sell friend field seat serve player.', 1546.62);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('69Z3IE', 83, 'scientist', 'Some only serve tough wish operation understand.', 696.84);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('J7UK7Y', 80, 'full', 'Second foreign prevent police task power.', 344.93);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('BT118X', 20, 'own', 'Body machine defense suffer.', 373.38);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('2E1VD4', 2, 'officer', 'Easy world win painting safe catch career.', 508.35);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('7AZOFK', 55, 'sport', 'Leg over me feel follow interview song.', 1638.48);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('ZGX98Y', 72, 'hour', 'Experience various system.', 1996.88);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('YKZU06', 8, 'else', 'Pick entire tend group teacher somebody economic.', 847.13);
