INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('0GBEHM', 23, 'among', 'Reason image her level long new.', 1747.51);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('1V9BX9', 26, 'region', 'Respond security education kid.', 1107.0);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('WD48L4', 49, 'war', 'Book peace blue consider artist.', 1525.61);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('CUQE4P', 37, 'teacher', 'Off say sense interview.', 1815.79);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('B04TUV', 23, 'lawyer', 'Day already several order get.', 1912.57);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('PF2KU9', 51, 'raise', 'Draw artist wish career.', 736.12);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('5J29CR', 18, 'can', 'Red mouth plan build however spring ball.', 907.58);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('N9IXVZ', 48, 'compare', 'Itself anything country customer yeah money.', 492.46);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('YCC3AI', 55, 'think', 'Camera include instead its.', 249.2);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('YCG1VZ', 48, 'thing', 'Already public impact well.', 393.57);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('9ULJOP', 7, 'mother', 'Weight reflect kid way.', 995.51);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('CKPB66', 19, 'open', 'Wrong heart view movie laugh from.', 770.59);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('J6H7YK', 52, 'say', 'Old compare pattern dark.', 788.98);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('Y1F38L', 47, 'record', 'Study put six agent last each prepare reduce.', 1084.08);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('YTGFUP', 3, 'same', 'That impact whether subject business.', 1708.43);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('ZD3QD8', 19, 'course', 'Keep memory career behind.', 635.67);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('QDB0OH', 54, 'discussion', 'By lead claim provide thought wind.', 553.82);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('DITBP8', 27, 'home', 'Agree alone within remain others.', 1511.17);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('PFCESL', 6, 'popular', 'Off sign manager with country.', 50.48);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('MJFLZ0', 31, 'country', 'Government analysis rest skill.', 1239.48);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('RHZRG5', 2, 'truth', 'By increase authority general feeling three make state.', 1566.68);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('ULEOZH', 19, 'home', 'Generation let describe us.', 1864.06);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('MJ9YZJ', 21, 'natural', 'Receive give result city.', 1161.23);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('NNLKH5', 19, 'store', 'Ahead organization write important figure recognize.', 981.92);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('5K4KQL', 18, 'family', 'Together mother shoulder.', 994.13);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('ZV9SFS', 37, 'accept', 'Dark truth process right.', 1579.14);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('34LB2O', 35, 'affect', 'Low region could require series seat century find.', 989.03);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('5WASAJ', 16, 'including', 'House hit new way town.', 415.79);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('9LZ3W9', 55, 'test', 'Old image goal town weight particular responsibility.', 143.42);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('DGYLIW', 21, 'style', 'Material with bit happy.', 1338.82);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('RMFFO4', 14, 'tough', 'Party go just experience brother as history.', 652.25);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('HSWPKH', 4, 'east', 'Tree site animal relate law control activity.', 138.54);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('8EJ4NT', 7, 'under', 'Manage identify three hair subject.', 1962.91);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('C1ZC54', 16, 'human', 'Require whose arm both nature hour.', 630.99);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('B0YFW0', 38, 'grow', 'Example eye number do.', 1063.9);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('THLFC5', 9, 'line', 'Sign possible real rule thank prepare somebody.', 660.85);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('3YT6GW', 40, 'change', 'We require economy painting everything.', 197.9);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('9X4G7D', 46, 'late', 'Bag seven detail list herself attack turn bag.', 824.2);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('6DXZ2M', 52, 'teach', 'Like decision authority around.', 1505.08);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('PYAHSW', 19, 'head', 'Capital decide word they tree.', 194.94);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('5RD52K', 45, 'adult', 'Instead final plant imagine order say.', 969.08);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('FZAZQG', 11, 'establish', 'Relate back least agreement talk who dinner.', 128.42);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('LWU7GX', 3, 'walk', 'Structure must ago skill.', 1842.27);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('N5VXFO', 6, 'and', 'Third detail ago interesting herself.', 1294.49);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('DTQG9V', 1, 'arrive', 'Tough husband natural through rule.', 863.0);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('VBU2H5', 20, 'arrive', 'Be country without she site prepare ok.', 1873.87);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('1A7CZV', 50, 'year', 'Vote change final unit particular receive would.', 583.84);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('KNFVTU', 35, 'try', 'Real occur do full candidate.', 489.7);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('ZNMB8X', 36, 'family', 'Find bank mean I.', 1187.37);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('BJCI8P', 30, 'child', 'Class bad beyond dark another up.', 1200.65);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('VCXYEO', 44, 'lead', 'West else question from risk.', 1128.63);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('Q2DJJC', 25, 'news', 'Concern admit democratic attention himself two argue.', 167.69);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('LQEIDU', 16, 'pay', 'Rate cover network themselves across.', 651.25);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('J20905', 6, 'standard', 'Very heart to window condition they.', 1501.89);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('R3F5T5', 19, 'you', 'Image spend local beat message down what.', 637.37);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('091BPH', 54, 'down', 'Low suddenly environmental.', 1121.75);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('TW5VAF', 19, 'manage', 'Class guess bit.', 526.78);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('B3GGZU', 21, 'from', 'Choice necessary very candidate skin military information.', 292.48);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('NIGCI1', 30, 'heavy', 'Sign factor time rather purpose.', 571.03);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('ZZO8VL', 52, 'high', 'Discussion successful PM involve phone partner start upon.', 859.64);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('HEO572', 55, 'career', 'Begin box threat which business present.', 368.28);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('LB89ZA', 36, 'south', 'Account what result item other light such.', 1918.49);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('MH1THS', 54, 'red', 'Give three position pressure brother.', 113.47);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('W5NIPJ', 39, 'candidate', 'West page trip necessary ground.', 1200.68);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('VZ8H9L', 26, 'decide', 'Common benefit paper box.', 1588.25);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('1KII4Z', 46, 'recognize', 'Black any either house.', 1477.12);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('TZOHIT', 50, 'thus', 'Current shoulder out while treatment.', 1277.12);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('5WKVTP', 27, 'here', 'Finally him amount past material.', 1634.52);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('5NYRHO', 17, 'his', 'Seem let may cover produce nor himself.', 1054.02);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('BTJIOO', 11, 'itself', 'Seat culture your much safe team suggest.', 113.26);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('W6W20O', 48, 'concern', 'Compare left Congress every.', 1182.75);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('F84N7Q', 24, 'sound', 'Four also wrong early attack.', 1398.19);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('EE0LVW', 3, 'policy', 'Number paper trip under reveal protect.', 140.49);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('TBWJGX', 35, 'business', 'Popular small performance black model girl.', 952.51);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('7IZV05', 6, 'through', 'Away population rich enough.', 1475.68);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('TQ7JT9', 41, 'page', 'Attention student carry else arm defense many.', 537.45);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('R0GBMK', 25, 'page', 'Well the born lose until.', 1751.09);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('V81GCF', 34, 'worker', 'Effect wide teacher stop read plan.', 503.9);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('0CF8WD', 14, 'drive', 'Color well card work somebody.', 1640.91);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('WIX5SN', 22, 'serious', 'Age all drive.', 1819.43);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('25592W', 8, 'above', 'Least serious save rather site.', 1330.53);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('QZ03RH', 42, 'their', 'Enough decision matter piece.', 1677.5);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('CL3BEA', 54, 'administration', 'Recent light kid mean oil particularly.', 1703.48);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('K183EZ', 28, 'themselves', 'Others although example citizen head clearly.', 759.01);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('O6IWQO', 48, 'forget', 'Find bill guy.', 1992.46);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('ILJ316', 48, 'article', 'Company news plan upon bed.', 1116.92);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('ZLDEK3', 50, 'moment', 'Measure well recognize.', 623.15);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('WNAGKJ', 23, 'base', 'Relationship home order rate each majority.', 572.48);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('PN5C20', 9, 'investment', 'Politics different six fill learn human.', 159.16);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('1HBJTS', 43, 'hospital', 'Land factor service glass.', 610.33);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('JFY6ST', 53, 'sea', 'May own radio lot environmental mean.', 617.03);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('PYL7R7', 19, 'century', 'Hair pass Mr company now financial apply sign.', 1364.36);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('XB8E6T', 18, 'common', 'Loss some together season bill ask own.', 1012.12);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('04EUXB', 50, 'try', 'Include party movement PM product grow.', 796.31);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('5P1GNG', 4, 'bad', 'Action where you cell.', 1922.23);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('PR3LNQ', 22, 'church', 'Behavior upon specific trial skin too TV.', 1834.7);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('E8DOYK', 34, 'much', 'Word shake from.', 753.39);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('697E66', 19, 'along', 'Meeting treat forget decide data job almost.', 1738.76);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('TH0I87', 32, 'rather', 'House consumer place doctor.', 910.21);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('0FDWL0', 50, 'give', 'Official that behavior sure.', 288.49);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('WUHJ0J', 21, 'edge', 'Believe plan play require couple.', 1619.32);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('2C7QR9', 11, 'his', 'Hard involve it speak.', 1272.7);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('SKKPDH', 53, 'attorney', 'Consider amount result project affect big cell accept.', 670.22);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('WNWTUM', 14, 'establish', 'Someone wonder politics section economic.', 1820.98);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('M3W5OP', 43, 'collection', 'Well it lawyer president culture close.', 1169.42);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('X77GSU', 31, 'watch', 'Look may technology clear child.', 1698.36);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('9QX468', 51, 'black', 'Coach list response.', 619.74);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('LKVFHG', 23, 'however', 'Authority coach movie prove central.', 649.14);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('EJAFSL', 20, 'focus', 'Help itself only truth fly stop.', 529.32);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('CCIYF2', 49, 'region', 'Boy interest continue ten skin many turn.', 1802.32);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('VR68RX', 55, 'serve', 'Individual down physical word mind.', 1005.12);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('RKMOJ5', 16, 'difference', 'Seek one action director among night compare.', 1079.2);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('D144LU', 49, 'participant', 'Rule difficult call production.', 1732.16);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('PP22L6', 50, 'growth', 'Phone first simply civil simple.', 1301.98);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('51RUB1', 53, 'pick', 'Test involve lose way interest that reason.', 1055.68);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('CXPOUM', 46, 'reach', 'Himself their suffer main sort again edge.', 294.05);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('GEV9TK', 10, 'agreement', 'Under want policy newspaper.', 288.22);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('NH7QZP', 33, 'those', 'West week order allow him near.', 424.95);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('8L2LGS', 49, 'chair', 'Reveal visit majority throw draw agree else.', 200.58);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('NPPV00', 30, 'yourself', 'Tend difference watch see require.', 1874.28);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('EBLLS7', 54, 'from', 'Policy minute fast probably happen find.', 1863.42);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('PA43XB', 54, 'because', 'Indicate blood first head ago rest friend.', 1356.62);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('QOQMR2', 55, 'fire', 'Close mouth discuss thank.', 405.15);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('WCUMEF', 37, 'movement', 'Pretty through boy within kitchen.', 825.39);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('5NIRRL', 53, 'clear', 'Water cup tough best.', 714.71);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('4NL9AE', 52, 'book', 'Fact group rock pick white.', 1580.35);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('VTMSQW', 39, 'lot', 'Similar central person give information bill many.', 1504.22);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('EN47DE', 21, 'bit', 'Morning high fill hard what out investment.', 928.28);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('9Y478H', 4, 'herself', 'Position experience west.', 316.1);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('WU9UTN', 19, 'action', 'Hour response gun staff fill boy seek.', 236.38);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('99GTB7', 54, 'nearly', 'Or with television year hundred audience enter.', 1792.29);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('D4RMXE', 37, 'boy', 'Either security want reveal prevent.', 1664.82);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('67JDRC', 34, 'individual', 'World test miss buy study successful successful.', 530.83);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('8WZYBQ', 2, 'open', 'Billion someone operation subject.', 1980.13);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('7WZFWP', 19, 'with', 'Far after where certain right local.', 366.22);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('ENXCNE', 3, 'sport', 'Simply market similar which back.', 80.62);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('KIIKB9', 55, 'quickly', 'Difficult several into five.', 210.05);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('ONBY3V', 30, 'front', 'Network natural on message without.', 1555.14);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('RVHIKZ', 52, 'poor', 'Same try stock southern.', 553.0);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('RKUSQ7', 42, 'friend', 'How condition along bank actually southern.', 867.74);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('52KAYA', 32, 'a', 'Off character bring keep trip face most fight.', 1756.44);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('YVN5HA', 25, 'need', 'Media station interest toward degree thus.', 814.0);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('TWMLK8', 17, 'game', 'Its structure current quite pull kitchen yard.', 400.81);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('VPLBY8', 27, 'true', 'Director hit whose consider.', 1974.8);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('VLHDTW', 3, 'Republican', 'People international blood media start.', 860.74);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('WLTBYU', 18, 'without', 'Wear leader wide win.', 1297.48);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('ZV4IUS', 8, 'a', 'Politics theory world two.', 1528.16);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('KFYA2C', 52, 'or', 'Reach care put.', 1262.24);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('0869P2', 30, 'color', 'Those perhaps heavy treatment choose even their hotel.', 1864.77);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('CYJGN0', 12, 'move', 'Area defense soldier page.', 1292.23);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('MJK48Y', 4, 'energy', 'Investment machine avoid item image step yeah.', 1466.07);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('79QWC8', 27, 'figure', 'Get must Republican from article movement imagine.', 358.76);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('BXCHK6', 32, 'forget', 'Theory window keep cover me single.', 1874.76);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('Y355LO', 5, 'test', 'Those open career much.', 257.1);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('0G3ORF', 2, 'we', 'Particular down various together education everything.', 1972.79);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('R1P0K9', 23, 'imagine', 'Final glass whole car race career compare.', 1610.87);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('WEABD0', 6, 'car', 'Wear any past between recent red.', 954.3);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('GQ5XFL', 14, 'size', 'Real themselves whole friend whom type most everyone.', 93.47);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('6PVE9Y', 54, 'walk', 'Discussion paper play occur morning field public.', 1178.04);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('ITAK86', 54, 'debate', 'Recent peace great example.', 132.87);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('QT6I73', 51, 'kind', 'Hold hold participant over.', 1567.5);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('SRO7E2', 48, 'company', 'Number main let major speak.', 1268.7);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('9NBG5Z', 9, 'west', 'Current nice positive market.', 974.26);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('O2QRAD', 28, 'enter', 'Phone Congress name rock little dinner front weight.', 1122.59);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('Q377CN', 48, 'its', 'Strategy nor exist culture old plan plant.', 1025.12);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('EV2RZY', 54, 'half', 'Size group produce morning stuff yourself.', 848.6);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('DRXZ4P', 42, 'place', 'Brother common win collection seat according dream minute.', 746.46);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('1NISPJ', 5, 'throughout', 'Lawyer perform few push red edge.', 119.8);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('5LWOQ1', 23, 'activity', 'Reach yourself black painting card five north.', 1014.32);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('CNBSLX', 16, 'important', 'Lose you technology difficult.', 1518.6);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('F3Y3H3', 52, 'course', 'Scene court activity up.', 143.82);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('K0Z6WM', 44, 'spend', 'Stage direction future leader adult light.', 1486.0);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('08A59Z', 54, 'technology', 'Base physical dog shake red partner.', 741.85);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('QW78U4', 24, 'though', 'Institution old mention behind ten add last lot.', 1042.59);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('6TVCT6', 45, 'customer', 'Street arm soon buy recently.', 488.52);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('Z29AV0', 36, 'other', 'Line small recognize thought.', 1606.58);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('TUCDDK', 37, 'receive', 'Owner late daughter money.', 1589.52);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('W76608', 43, 'win', 'Take difficult able find marriage role practice.', 541.15);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('CTVGCP', 37, 'training', 'Close quite cell direction outside business control.', 1843.41);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('5YCKSN', 23, 'often', 'Of language career ready my worry political environment.', 172.89);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('X5J2AU', 52, 'matter', 'Financial hot its while.', 457.02);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('ZB6YO9', 42, 'general', 'Teacher government certain force mother central board safe.', 1863.77);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('L1U0BJ', 43, 'him', 'Want employee article.', 725.11);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('HBVWIJ', 33, 'network', 'Recent enough financial better spring peace tax create.', 1037.52);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('SGE6NG', 29, 'new', 'Page bed in clearly.', 1627.01);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('GZVXJ5', 10, 'issue', 'Employee ten name discussion check.', 539.83);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('QAYYQ6', 26, 'them', 'Something most north movie.', 725.27);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('6YSUPX', 14, 'current', 'Edge be capital the whole see month.', 379.72);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('4X0MUT', 7, 'individual', 'Institution section anyone recent two question pattern.', 283.61);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('EYSCOK', 7, 'rise', 'Rise social color improve property.', 1780.94);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('9SZMEY', 25, 'civil', 'Game service defense our.', 489.49);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('1BCQ93', 8, 'develop', 'Six challenge from field green reason.', 176.01);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('QDX8CD', 50, 'wife', 'Reality because sport without free think whether.', 1669.0);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('QG27TQ', 31, 'two', 'Technology defense idea hear.', 154.2);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('GFEYLU', 34, 'sign', 'Fine personal physical remember night about.', 291.53);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('1U4NMN', 50, 'support', 'Growth writer among author air house.', 628.42);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('J212ZD', 52, 'itself', 'Generation set unit firm decade most walk blue.', 1344.59);
